x,y,z
118.608884,36.606997,2.942491
118.608439,36.856997,2.941632
118.882765,36.339399,1.878744
119.132764,36.339838,0
128.649928,26.338416,0
128.64502,29.20073,0
128.640112,32.063043,0
128.635204,34.925357,0
128.630296,37.78767,0
128.625388,40.649984,0
128.620479,43.512297,0
128.615571,46.374611,0
127.648215,27.336663,0
127.644349,29.591186,0
127.640483,31.84571,0
127.636617,34.100234,0
127.632751,36.354758,0
127.628885,38.609282,0
127.625019,40.863806,0
127.621153,43.11833,0
127.617287,45.372853,0
126.646502,28.334909,0
126.643065,30.339433,0
126.639627,32.343956,0
126.63619,34.348479,0
126.632753,36.353003,0
126.629316,38.357526,0
126.625878,40.362049,0
126.622441,42.366573,0
126.619004,44.371096,0
125.786289,26.333399,0
125.75156,46.369574,0
125.644789,29.333156,0
125.642114,30.892732,0
125.63944,32.452308,0
125.636766,34.011884,0
125.634092,35.571459,0
125.631417,37.131035,0
125.628743,38.690611,0
125.626069,40.250187,0
125.623394,41.809763,0
125.62072,43.369339,0
125.392514,27.332711,0
125.361293,45.368886,0
124.643076,30.331402,0
124.641012,31.53502,0
124.640784,28.331395,0
124.638948,32.738638,0
124.636884,33.942256,0
124.63482,35.145874,0
124.632756,36.349492,0
124.630692,37.55311,0
124.628628,38.756728,0
124.626564,39.960346,0
124.6245,41.163964,0
124.622436,42.367582,0
124.613025,44.367568,0
124.084136,29.330422,0
124.059865,43.366594,0
123.641362,31.329649,0
123.640039,32.101662,0
123.638715,32.873676,0
123.637391,33.645689,0
123.636067,34.417703,0
123.634743,35.189716,0
123.633419,35.96173,0
123.632096,36.733743,0
123.630772,37.505757,0
123.629448,38.277771,0
123.628124,39.049784,0
123.6268,39.821798,0
123.625477,40.593811,0
123.624153,41.365825,0
123.438475,30.329292,0
123.417679,42.365463,0
123.136813,27.328759,0
123.105299,45.364918,0
122.92265,26.328382,0
122.887548,46.364537,0
122.868582,31.328295,0
122.851272,41.364465,0
122.639649,32.327896,0
122.638271,33.131513,0
122.636893,33.93513,0
122.635515,34.738747,0
122.635067,28.327881,0
122.634137,35.542364,0
122.632759,36.345981,0
122.631381,37.149599,0
122.630003,37.953216,0
122.628625,38.756833,0
122.627247,39.56045,0
122.625869,40.364067,0
122.607047,44.36404,0
122.523483,29.327687,0
122.499009,43.363849,0
122.233874,30.327182,0
122.212922,42.363344,0
122.095802,31.326941,0
122.078392,41.363106,0
121.835022,32.326486,0
121.821137,40.362652,0
121.637936,33.326142,0
121.637073,33.829156,0
121.636211,34.33217,0
121.635348,34.835184,0
121.634486,35.338198,0
121.633623,35.841212,0
121.632761,36.344226,0
121.631898,36.84724,0
121.631035,37.350254,0
121.630173,37.853268,0
121.62931,38.356282,0
121.628448,38.859296,0
121.627585,39.36231,0
121.323022,31.325587,0
121.305511,41.361747,0
121.134069,33.325259,0
121.123653,39.361424,0
121.030394,32.325076,0
121.029273,30.325071,0
121.016405,40.361237,0
121.008165,42.361225,0
120.96283,29.324953,0
120.938154,43.361104,0
120.881112,27.324807,0
120.849305,45.360951,0
120.636223,34.324389,0
120.630201,33.324377,0
120.629349,28.324367,0
120.629302,38.360553,0
120.61972,39.360538,0
120.601069,44.360513,0
120.550242,31.324233,0
120.532631,41.360388,0
120.225767,32.323667,0
120.211673,40.359822,0
120.126334,33.323494,0
120.115787,39.359651,0
120.05901,26.323365,0
120.023537,46.3595,0
119.824672,30.322961,0
119.803407,42.359107,0
119.777462,31.32288,0
119.75975,41.359028,0
119.634509,35.322635,0
119.634335,35.424443,0
119.63416,35.526251,0
119.633986,35.628059,0
119.633811,35.729867,0
119.633637,35.831675,0
119.633462,35.933483,0
119.633287,36.035291,0
119.633113,36.137099,0
119.632938,36.238907,0
119.632764,36.340715,0
119.632589,36.442524,0
119.632415,36.544332,0
119.63224,36.64614,0
119.632065,36.747948,0
119.631891,36.849756,0
119.631716,36.951564,0
119.631542,37.053372,0
119.631367,37.15518,0
119.631192,37.256988,0
119.631018,37.358796,0
119.622467,33.322611,0
119.611855,39.358765,0
119.532176,35.322456,0
119.528671,37.358616,0
119.429842,35.322277,0
119.426324,37.358436,0
119.421139,32.322257,0
119.406941,40.358406,0
119.402178,29.322219,0
119.377298,43.358359,0
119.327508,35.322097,0
119.323977,37.358256,0
119.225175,35.321918,0
119.22163,37.358076,0
119.133653,35.821759,0
119.131876,36.857917,0
119.122841,35.321739,0
119.119283,37.357896,0
119.1186,33.321728,0
119.107922,39.357879,0
119.020507,35.32156,0
119.016936,37.357716,1.246816
119.004682,31.321526,0
118.98687,41.357669,0
118.918174,35.32138,0
118.91459,37.357536,2.250163
118.883225,36.07132,0.680364
118.882305,36.607478,2.316025
118.81584,35.321201,0
118.812243,37.357356,2.801692
118.713506,35.321022,0
118.709896,37.357176,2.397181
118.632796,36.320882,1
118.632734,36.357038,4
118.625411,27.320855,0
118.623631,28.320853,0
118.620072,30.32085,0
118.616512,32.320847,0
118.614732,33.320846,0
118.611173,35.320842,0
118.607549,37.356996,2.726699
118.603989,39.356993,1.191956
118.60221,40.356991,0
118.59865,42.356988,0
118.595091,44.356985,0
118.593311,45.356983,0
118.58599,36.3208,2
118.585923,36.356956,3
118.508839,35.320663,0
118.505202,37.356816,2.66509
118.406505,35.320484,0
118.402855,37.356636,2.583116
118.336451,36.070362,0.92242
118.335462,36.606516,2.803319
118.304172,35.320305,0
118.300508,37.356456,2.501881
118.231902,31.320172,0
118.21399,41.35631,0
118.201838,35.320125,0
118.198161,37.356276,2.430219
118.110865,33.319963,0
118.100057,39.356106,0.928684
118.099504,35.319946,0
118.095814,37.356096,2.372313
118.086913,35.819925,0
118.085001,36.856076,2.619355
117.997171,35.319767,0
117.993467,37.355916,2.328268
117.894837,35.319587,0
117.891121,37.355736,2.295793
117.841525,29.319485,0
117.816443,43.355614,0
117.811885,32.319437,0
117.797478,40.355576,0
117.792503,35.319408,0
117.788774,37.355556,2.272744
117.69017,35.319229,0
117.686427,37.355376,2.257402
117.606998,33.31908,0
117.596124,39.35522,0.838636
117.587836,35.31905,0
117.587648,35.420857,0
117.58746,35.522664,0
117.587273,35.624472,0
117.587085,35.726279,0
117.586897,35.828086,0
117.586709,35.929893,0
117.586521,36.031701,0.894175
117.586334,36.133508,1.647787
117.586146,36.235315,1.8557
117.585958,36.337123,2.267914
117.58577,36.43893,2.284098
117.585582,36.540737,2.334586
117.585395,36.642545,2.379693
117.585207,36.744352,2.401854
117.585019,36.846159,2.401534
117.584831,36.947967,2.404094
117.584643,37.049774,2.4101
117.584456,37.151581,2.400138
117.584268,37.253388,2.320613
117.58408,37.355196,2.248414
117.459122,31.318818,0
117.441109,41.354951,0
117.415471,30.31874,0
117.393893,42.354869,0
117.195371,26.318348,0
117.159525,46.354463,0
117.10313,33.318197,0
117.092191,39.354334,0.815401
117.007257,32.318028,0
116.992746,40.35416,0
116.686342,31.317464,0
116.668229,41.353591,0
116.617913,28.31734,0
116.599263,33.317315,0
116.589682,34.317299,0
116.589112,44.353457,0
116.588259,39.353448,0.824736
116.582237,38.353435,1.514071
116.36971,27.316903,0
116.337317,45.353016,0
116.280872,29.316751,0
116.255587,43.352869,0
116.21087,30.31663,0
116.20263,32.316618,0
116.189136,42.35275,0
116.188014,40.352745,0
116.095396,33.316432,0
116.084326,39.352561,0.829562
115.913562,31.31611,0
115.895348,41.352232,0
115.591529,33.315549,0
115.590601,33.81856,0
115.589673,34.32157,0
115.588745,34.824581,0
115.587817,35.327591,0
115.586889,35.830602,0
115.585961,36.333612,1.564988
115.585033,36.836623,1.524689
115.584105,37.339633,1.401251
115.583177,37.842644,1.325358
115.582249,38.345654,1.279644
115.581321,38.848665,1.142418
115.580393,39.351675,0.820953
115.398002,32.315208,0
115.383282,40.35133,0
115.140781,31.314756,0
115.122468,41.350873,0
115.006269,30.314519,0
114.984378,42.350631,0
114.720219,29.314016,0
114.694732,43.350124,0
114.612196,28.313826,0
114.593375,32.313799,0
114.591892,33.11741,0
114.59041,33.921022,0
114.588928,34.724634,0
114.587445,35.528245,0
114.585963,36.331857,1.041126
114.58448,37.135468,0.833967
114.583134,44.349929,0
114.582998,37.93908,0.765451
114.581515,38.742691,0.749605
114.580033,39.546303,0.619721
114.57855,40.349915,0
114.368001,31.313402,0
114.349587,41.349514,0
114.331732,26.313331,0
114.295514,46.349426,0
114.114009,27.312951,0
114.081322,45.349048,0
113.801668,30.312409,0
113.779621,42.348513,0
113.595221,31.312049,0
113.593797,32.084057,0
113.592373,32.856065,0
113.590949,33.628073,0
113.589525,34.400081,0
113.5881,35.172089,0
113.586676,35.944097,0
113.585252,36.716105,0.09622
113.583828,37.488114,0.095187
113.582404,38.260122,0.105536
113.58098,39.03213,0.116392
113.579555,39.804138,0.122616
113.578131,40.576146,0
113.576707,41.348154,0
113.159567,29.311282,0
113.133876,43.347379,0
112.606478,28.310312,0
112.597068,30.310298,0
112.594847,31.513908,0
112.592627,32.717517,0
112.590406,33.921127,0
112.588186,35.124737,0
112.585966,36.328346,0
112.583745,37.531956,0
112.581525,38.735565,0
112.579305,39.939175,0
112.577156,44.346401,0
112.577084,41.142784,0
112.574864,42.346394,0
121.858308,27.308999,0
121.825328,45.34508,0
121.598914,29.308548,0
121.596037,30.868113,0
121.59316,32.427678,0
121.590283,33.987243,0
121.587406,35.546808,0
121.584529,37.106373,0
121.581652,38.665938,0
121.578775,40.225503,0
121.575898,41.785068,0
121.573021,43.344634,0
121.468092,26.308314,0
121.431502,46.344389,0
120.60076,28.306798,0
120.597062,30.311307,0
120.593364,32.315817,0
120.589667,34.320326,0
120.585969,36.324835,0
120.582271,38.329345,0
120.578573,40.333854,0
120.574875,42.338364,0
120.571177,44.342873,0
119.602606,27.305048,0
119.598447,29.559556,0
119.594288,31.814064,0
119.590129,34.068572,0
119.58597,36.32308,0
119.581811,38.577588,0
119.577652,40.832096,0
119.573493,43.086605,0
119.569334,45.341113,0
118.604453,26.303297,0
118.599172,29.165591,0
118.593892,32.027884,0
118.588612,34.890178,0
118.583332,37.752472,0
118.578051,40.614765,0
118.572771,43.477059,0
118.567491,46.339352,0
118.609838,36.070841,0.62638
118.085957,36.338,2.533277
118.335957,36.338439,2.837414
118.610283,35.820842,0
118.605769,38.356994,2.134704
120.573026,43.340618,0
120.598911,29.309052,0
120.697331,45.343097,0
112.953325,45.347064,0
117.465314,45.354999,0
119.721308,45.358967,0
124.233296,45.366902,0
126.48929,45.37087,0
119.999497,46.341871,0
115.72752,46.351945,0
118.591531,46.356981,0
121.455542,46.362018,0
127.183565,46.372092,0
120.632762,36.342471,0
118.612953,34.320844,0
116.58596,36.335367,1.916351
121.603619,28.308555,0
125.643643,28.333152,0
126.644783,29.337171,0
126.620722,43.368834,0
125.616015,44.369332,0
121.574166,44.344637,0
127.61922,44.245591,0
127.623086,41.991068,0
127.630818,37.48202,0
127.634684,35.227496,0
127.642416,30.718448,0
127.646282,28.463925,0
126.520365,27.334687,0
124.264664,27.330735,0
119.753261,27.322831,0
117.49756,27.318879,0
112.986158,27.310975,0
120.730457,27.307023,0
119.600527,28.432302,0
119.596368,30.68681,0
119.58805,35.195826,0
119.583891,37.450334,0
119.575573,41.959351,0
119.571414,44.213859,0
128.618025,44.943454,0
128.627842,39.218827,0
128.63275,36.356513,0
128.637658,33.4942,0
128.647474,27.769573,0
127.218109,26.335908,0
121.49083,26.325874,0
118.627191,26.320857,0
115.763551,26.31584,0
120.036272,26.305806,0
118.601813,27.734444,0
118.591252,33.459031,0
118.585972,36.321325,0
118.580692,39.183618,0
118.570131,44.908206,0
118.348598,35.820383,0
118.871968,35.8213,0
118.086435,36.078963,1.158912
118.34672,36.856536,2.721998
119.13232,36.598877,0
118.085479,36.597038,2.668316
118.870157,36.857457,2.534017
119.133209,36.080798,0
117.594003,38.355215,1.602594
119.617535,38.358774,0
116.587821,35.326333,0
119.624588,34.322616,0
120.631032,37.351512,0
120.634492,35.33343,0
117.601317,34.319072,0
116.584098,37.344401,1.869486
128.622933,42.08114,0
119.579732,39.704842,0
119.592209,32.941318,0
115.241859,27.314927,0
122.008962,27.326783,0
127.63855,32.972972,0
127.626952,39.736544,0
124.319554,46.367055,0
112.863508,46.346908,0
121.977302,45.362934,0
115.20932,45.351032,0
118.575411,42.045912,0
118.596532,30.596738,0
112.899912,26.310823,0
124.354469,26.330891,0
128.642566,30.631886,0
117.639878,34.819671,0
120.143266,35.47622,0
120.164304,36.087106,0
119.379601,34.79369,0
118.765568,34.810644,0
120.631897,36.846991,0
120.130687,37.308748,0
118.657843,37.857086,2.470491
119.111652,38.357884,0
117.088166,35.369032,0
116.58689,35.83085,0
117.08459,37.303371,2.12262
117.839018,37.884149,1.9757
116.585029,36.839884,1.967823
118.107135,34.319958,0
120.139386,36.596105,0
119.578966,37.858174,0
117.056497,36.081627,1.35851
117.085329,36.794334,2.175426
118.253897,34.81111,0
118.248605,37.771345,2.256517
119.06738,37.772785,0.593581
118.757111,36.339173,2.920643
118.46161,36.338649,2.695254
119.977319,35.781361,0
119.072279,34.976663,0
119.972188,37.003052,0
117.246622,35.674747,0
117.946602,34.978214,0
117.23533,36.38738,2.142683
119.934995,36.29033,0
119.583871,35.021144,0
118.56052,35.027054,0
117.295857,37.100145,2.242514
117.634723,37.6567,2.061649
119.374642,37.647402,0
119.365854,35.678504,0
119.373792,36.492984,0
119.374307,36.18756,0
119.363573,37.002008,0
118.609111,36.480901,3.03069
117.945535,35.587162,0
118.60961,36.196936,1.319755
117.844381,36.490311,2.429543
117.844963,36.184889,1.867359
117.942764,37.08833,2.457862
119.896567,35.373989,0
117.941816,37.62751,2.163168
119.893348,36.697491,0
117.323907,36.08212,1.352763
119.071234,35.572981,0
118.661902,35.570933,0
118.352117,37.109131,2.645937
118.966214,37.100935,1.760351
118.659162,37.107087,2.758155
118.354905,35.56781,0
117.83781,35.879453,0
117.836109,36.795719,2.544586
117.639436,35.072026,0
119.878303,37.308316,0
118.658287,37.604467,2.604541
117.340548,35.369497,0
117.337813,36.794799,2.284667
118.253446,35.068233,0
119.861733,35.984779,0
118.867409,35.091881,0
119.276744,35.092598,0
118.3513,37.573501,2.436487
118.965381,37.574581,1.834829
117.372511,37.303902,2.286692
119.579471,37.571181,0
120.635358,34.828909,0
119.427024,35.882225,0
119.427678,36.696693,0
119.839281,35.577507,0
119.837504,36.493779,0
117.381515,35.878611,0
118.86665,35.524832,0
118.147345,37.153096,2.490892
119.170817,37.153127,0
118.150315,35.523105,0
117.383254,36.591268,2.268058
118.146638,37.555191,2.302205
119.170107,37.556991,0
119.813147,37.104587,0
119.813496,36.900971,0
117.405675,35.573233,0
117.84399,35.137266,0
118.048657,35.137624,0
117.399697,36.285875,2.226896
119.276016,35.507903,0
117.773684,35.675719,0
117.771223,36.999214,2.515139
118.693624,36.339065,3.427237
118.725171,36.453959,3.354858
118.725565,36.224289,1.447182
118.525098,36.338766,2.616098
118.493566,36.223883,1.756891
118.493142,36.453551,2.916751
119.375458,37.183653,0
120.003767,37.733024,0
117.21514,34.944832,0
120.194293,35.00431,0
119.801751,35.781059,0
119.07197,35.15295,0
119.796962,36.188285,0
119.481296,35.158636,0
118.66262,35.160711,0
118.457953,35.160353,0
117.737312,37.519205,2.165305
117.426928,36.998579,2.315503
119.48179,35.475086,0
117.741068,35.472571,0
117.73787,37.202227,2.362455
119.483275,36.900405,0
119.488298,36.391372,0
119.488818,36.085948,0
117.729865,36.591907,2.433853
117.73024,36.388293,2.322902
117.730812,36.082871,1.308697
119.374904,37.498344,0
118.559759,35.461461,0
118.454274,37.217142,2.69059
118.863669,37.213798,2.589493
118.55613,37.496475,2.628381
118.760824,37.496835,2.724964
117.227846,37.685263,2.00131
119.496139,37.104044,0
119.50471,35.678742,0
118.609224,36.416739,3.26564
117.945778,35.448526,0
118.609498,36.261099,1.666071
117.942521,37.226973,2.379816
117.942064,37.486848,2.240481
119.760552,35.373756,0
119.828997,35.11889,0
120.130405,34.323503,0
119.859266,34.686746,0
119.75779,36.697259,0
117.460102,36.082371,1.343912
117.460167,37.202256,2.342882
119.511081,36.595028,0
119.754137,36.391828,0
117.465414,35.776958,0
119.071463,35.442107,0
118.658933,37.237324,2.749399
117.707145,35.879212,0
117.705449,36.795478,2.466366
119.749463,37.308095,0
119.813492,37.53593,0
117.469386,35.369735,0
117.405398,35.135765,0
117.466702,36.795037,2.343922
118.253217,35.199419,0
118.764461,35.442176,0
118.249547,37.235479,2.517171
119.068324,37.236202,0.5205
118.252793,35.441088,0
117.46534,36.489612,2.259612
118.249125,37.475607,2.408678
119.0679,37.477047,0.557248
117.63921,35.20088,0
117.483158,37.998309,1.817395
117.08812,38.354325,1.532456
119.743868,37.00266,0
117.946201,35.207011,0
119.74188,35.984573,0
118.867198,35.212292,0
119.276533,35.213009,0
119.477691,37.248694,0
119.272997,37.248334,0
122.169161,33.578561,0
121.386934,32.793584,0
119.875328,32.793673,0
122.164419,35.087599,0
122.160135,37.602669,0
122.159644,39.111715,0
121.374683,39.89401,0
119.86289,39.888578,0
117.355992,32.789279,0
115.059392,33.566073,0
115.844395,32.783854,0
115.058796,35.075109,0
115.831424,39.884246,0.426004
117.343227,39.884161,0.381337
115.054094,37.590161,1.074416
115.049248,39.099189,0.937551
119.741044,35.679147,0
119.583528,35.216696,0
119.724677,35.214007,0
117.635067,37.461145,2.183789
117.439376,37.490077,2.147302
119.378495,35.424967,0
121.13815,34.079808,0
119.873526,33.822084,0
118.86579,33.821293,0
118.867542,32.821295,0
121.133203,36.091862,0
121.128219,38.103915,0
120.872562,38.862922,0
118.856835,38.857442,1.761676
122.132318,36.59659,0
116.346457,33.814931,0
116.090765,34.574001,0
116.086402,36.083029,1.3013
115.086403,36.081184,0.821763
118.351144,39.856543,0.454259
117.345035,38.855748,1.207864
116.337168,38.854935,1.169539
116.084223,38.095074,1.553924
119.864699,38.86019,0
121.135681,35.085835,0
117.35419,33.817656,0
121.130718,37.100108,0
116.084213,37.08905,1.696468
118.099886,38.356104,1.795191
117.689093,35.573756,0
117.686265,37.100865,2.43611
119.531545,36.798679,0
119.330412,36.022763,0
119.324248,36.834364,0
119.533741,36.289642,0
119.534263,35.984217,0
117.684786,36.490016,2.351534
117.685161,36.286402,2.448957
118.4575,35.418837,0
118.505362,37.066506,2.803217
119.535247,37.002302,0
117.228261,37.460804,2.166688
116.583167,37.848918,1.834673
116.947753,37.572517,2.045126
116.954493,37.96006,1.798214
118.679877,36.404617,3.61753
118.6801,36.273469,1.281311
118.538855,36.273221,1.941027
118.538611,36.404369,2.954622
118.507968,35.612173,0
119.539392,35.576993,0
119.539043,35.780609,0
119.415963,36.298045,0
119.270085,36.289949,0
117.802909,36.295225,2.509352
117.94881,36.287652,2.054937
118.811881,37.063727,2.877359
117.843504,35.4144,0
118.048171,35.414759,0
118.044808,37.261094,2.395516
117.840114,37.260734,2.33831
117.878449,36.644049,2.548552
117.879586,36.031276,0.821097
119.539821,36.493269,0
118.969178,35.4143,0
119.173845,35.414659,0
118.761232,37.264586,3.005994
118.556538,37.264226,2.748545
117.679084,35.980968,0.303352
117.67946,35.777353,0
117.677392,36.897233,2.456288
117.677768,36.693619,2.444
118.662177,35.413902,0
118.351845,37.263609,2.583312
118.965927,37.264521,1.798164
120.633627,35.83795,0
119.11877,34.32173,0
120.323313,37.014937,0
116.895469,35.662832,0
117.934085,34.626458,0
122.080938,34.081425,0
120.882915,32.87984,0
122.078,35.590466,0
122.073691,38.105536,0
120.870904,39.806009,0
119.359106,39.802901,0
116.851976,32.873225,0
117.85971,32.874991,0
115.14584,34.069245,0
116.33551,39.79803,0.486303
115.138763,38.09333,1.073888
115.140619,37.087309,1.210586
120.384097,33.877026,0
119.386601,35.539764,0
121.196192,34.582923,0
119.369762,33.762467,0
118.362027,33.760817,0
119.371305,32.881759,0
121.072436,36.595486,0
120.368528,38.919862,0
118.352798,38.916089,1.489684
122.071233,37.099501,0
116.850426,33.757939,0
116.028235,35.076897,0
116.145599,35.577777,0
115.147586,35.578285,0
117.847316,39.796124,0.46118
116.840999,38.913657,1.134923
119.360663,38.917977,0
121.194379,35.588951,0
121.192971,37.601011,0
116.023363,37.591949,1.571637
116.146733,36.586816,1.807522
122.071487,34.584424,0
120.379032,32.88749,0
122.068893,36.093466,0
122.06458,38.608536,0
120.366986,39.796596,0
118.855188,39.793929,0.799137
116.348094,32.880436,0
118.363563,32.883967,0
115.153504,34.572272,0
116.839457,39.790392,0.476686
115.146087,38.596356,1.042944
115.149799,36.584314,1.347254
117.858167,33.755902,0
117.848858,38.919226,1.25598
